// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Projects\MediatrPerformance\bin\Release\net7.0\10fc8b39-275d-429d-b1cb-b1db3f080786
// command took 1.47s and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Projects\MediatrPerformance\bin\Release\net7.0\10fc8b39-275d-429d-b1cb-b1db3f080786
// command took 6.79s and exited with 0
// ***** Done, took 00:00:08 (8.38 sec)   *****
// Found 2 benchmarks:
//   MediatrBenchmark.Mediatr: DefaultJob
//   MediatrBenchmark.Direct: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadActual  93: 2097152 op, 332844000.00 ns, 158.7124 ns/op
WorkloadActual  94: 2097152 op, 336758600.00 ns, 160.5790 ns/op
WorkloadActual  95: 2097152 op, 341764100.00 ns, 162.9658 ns/op
WorkloadActual  96: 2097152 op, 328918200.00 ns, 156.8404 ns/op
WorkloadActual  97: 2097152 op, 335525100.00 ns, 159.9908 ns/op
WorkloadActual  98: 2097152 op, 328159300.00 ns, 156.4785 ns/op
WorkloadActual  99: 2097152 op, 336144100.00 ns, 160.2860 ns/op
WorkloadActual  100: 2097152 op, 331822500.00 ns, 158.2253 ns/op

// AfterActualRun
WorkloadResult   1: 2097152 op, 515489150.00 ns, 245.8044 ns/op
WorkloadResult   2: 2097152 op, 463238050.00 ns, 220.8891 ns/op
WorkloadResult   3: 2097152 op, 461563850.00 ns, 220.0908 ns/op
WorkloadResult   4: 2097152 op, 450315750.00 ns, 214.7273 ns/op
WorkloadResult   5: 2097152 op, 455985650.00 ns, 217.4309 ns/op
WorkloadResult   6: 2097152 op, 459569850.00 ns, 219.1400 ns/op
WorkloadResult   7: 2097152 op, 453717750.00 ns, 216.3495 ns/op
WorkloadResult   8: 2097152 op, 482570450.00 ns, 230.1075 ns/op
WorkloadResult   9: 2097152 op, 472733350.00 ns, 225.4168 ns/op
WorkloadResult  10: 2097152 op, 431915950.00 ns, 205.9536 ns/op
WorkloadResult  11: 2097152 op, 420788950.00 ns, 200.6478 ns/op
WorkloadResult  12: 2097152 op, 487807550.00 ns, 232.6048 ns/op
WorkloadResult  13: 2097152 op, 426539850.00 ns, 203.3900 ns/op
WorkloadResult  14: 2097152 op, 493965650.00 ns, 235.5412 ns/op
WorkloadResult  15: 2097152 op, 421923150.00 ns, 201.1886 ns/op
WorkloadResult  16: 2097152 op, 492680950.00 ns, 234.9286 ns/op
WorkloadResult  17: 2097152 op, 423076150.00 ns, 201.7384 ns/op
WorkloadResult  18: 2097152 op, 489938850.00 ns, 233.6210 ns/op
WorkloadResult  19: 2097152 op, 451492550.00 ns, 215.2884 ns/op
WorkloadResult  20: 2097152 op, 421246150.00 ns, 200.8658 ns/op
WorkloadResult  21: 2097152 op, 475845250.00 ns, 226.9007 ns/op
WorkloadResult  22: 2097152 op, 424927350.00 ns, 202.6212 ns/op
WorkloadResult  23: 2097152 op, 465703450.00 ns, 222.0647 ns/op
WorkloadResult  24: 2097152 op, 468137950.00 ns, 223.2256 ns/op
WorkloadResult  25: 2097152 op, 420703950.00 ns, 200.6073 ns/op
WorkloadResult  26: 2097152 op, 485054550.00 ns, 231.2920 ns/op
WorkloadResult  27: 2097152 op, 425877650.00 ns, 203.0743 ns/op
WorkloadResult  28: 2097152 op, 427341750.00 ns, 203.7724 ns/op
WorkloadResult  29: 2097152 op, 447497150.00 ns, 213.3833 ns/op
WorkloadResult  30: 2097152 op, 442690750.00 ns, 211.0914 ns/op
WorkloadResult  31: 2097152 op, 338054150.00 ns, 161.1968 ns/op
WorkloadResult  32: 2097152 op, 323306350.00 ns, 154.1645 ns/op
WorkloadResult  33: 2097152 op, 322534450.00 ns, 153.7964 ns/op
WorkloadResult  34: 2097152 op, 323246850.00 ns, 154.1361 ns/op
WorkloadResult  35: 2097152 op, 339307650.00 ns, 161.7945 ns/op
WorkloadResult  36: 2097152 op, 322056950.00 ns, 153.5687 ns/op
WorkloadResult  37: 2097152 op, 337341250.00 ns, 160.8568 ns/op
WorkloadResult  38: 2097152 op, 325149250.00 ns, 155.0432 ns/op
WorkloadResult  39: 2097152 op, 330200350.00 ns, 157.4518 ns/op
WorkloadResult  40: 2097152 op, 369912650.00 ns, 176.3881 ns/op
WorkloadResult  41: 2097152 op, 391380750.00 ns, 186.6249 ns/op
WorkloadResult  42: 2097152 op, 459481550.00 ns, 219.0979 ns/op
WorkloadResult  43: 2097152 op, 429647850.00 ns, 204.8721 ns/op
WorkloadResult  44: 2097152 op, 412462050.00 ns, 196.6772 ns/op
WorkloadResult  45: 2097152 op, 427255250.00 ns, 203.7312 ns/op
WorkloadResult  46: 2097152 op, 379391950.00 ns, 180.9082 ns/op
WorkloadResult  47: 2097152 op, 380209750.00 ns, 181.2981 ns/op
WorkloadResult  48: 2097152 op, 334572750.00 ns, 159.5367 ns/op
WorkloadResult  49: 2097152 op, 329096850.00 ns, 156.9256 ns/op
WorkloadResult  50: 2097152 op, 336060850.00 ns, 160.2463 ns/op
WorkloadResult  51: 2097152 op, 343777650.00 ns, 163.9260 ns/op
WorkloadResult  52: 2097152 op, 339246850.00 ns, 161.7655 ns/op
WorkloadResult  53: 2097152 op, 328239250.00 ns, 156.5167 ns/op
WorkloadResult  54: 2097152 op, 327092750.00 ns, 155.9700 ns/op
WorkloadResult  55: 2097152 op, 321884450.00 ns, 153.4865 ns/op
WorkloadResult  56: 2097152 op, 321691450.00 ns, 153.3944 ns/op
WorkloadResult  57: 2097152 op, 320140750.00 ns, 152.6550 ns/op
WorkloadResult  58: 2097152 op, 391164450.00 ns, 186.5217 ns/op
WorkloadResult  59: 2097152 op, 498422150.00 ns, 237.6662 ns/op
WorkloadResult  60: 2097152 op, 521054850.00 ns, 248.4583 ns/op
WorkloadResult  61: 2097152 op, 424172050.00 ns, 202.2610 ns/op
WorkloadResult  62: 2097152 op, 339751850.00 ns, 162.0063 ns/op
WorkloadResult  63: 2097152 op, 317073250.00 ns, 151.1923 ns/op
WorkloadResult  64: 2097152 op, 335867850.00 ns, 160.1543 ns/op
WorkloadResult  65: 2097152 op, 336997050.00 ns, 160.6927 ns/op
WorkloadResult  66: 2097152 op, 329633150.00 ns, 157.1813 ns/op
WorkloadResult  67: 2097152 op, 336007550.00 ns, 160.2209 ns/op
WorkloadResult  68: 2097152 op, 333752550.00 ns, 159.1456 ns/op
WorkloadResult  69: 2097152 op, 319915850.00 ns, 152.5478 ns/op
WorkloadResult  70: 2097152 op, 337151050.00 ns, 160.7661 ns/op
WorkloadResult  71: 2097152 op, 335451250.00 ns, 159.9556 ns/op
WorkloadResult  72: 2097152 op, 327731350.00 ns, 156.2745 ns/op
WorkloadResult  73: 2097152 op, 325470850.00 ns, 155.1966 ns/op
WorkloadResult  74: 2097152 op, 327868950.00 ns, 156.3401 ns/op
WorkloadResult  75: 2097152 op, 321894950.00 ns, 153.4915 ns/op
WorkloadResult  76: 2097152 op, 322080050.00 ns, 153.5797 ns/op
WorkloadResult  77: 2097152 op, 326423050.00 ns, 155.6506 ns/op
WorkloadResult  78: 2097152 op, 321942250.00 ns, 153.5140 ns/op
WorkloadResult  79: 2097152 op, 328518050.00 ns, 156.6496 ns/op
WorkloadResult  80: 2097152 op, 330897350.00 ns, 157.7842 ns/op
WorkloadResult  81: 2097152 op, 332650350.00 ns, 158.6200 ns/op
WorkloadResult  82: 2097152 op, 322331850.00 ns, 153.6998 ns/op
WorkloadResult  83: 2097152 op, 326315150.00 ns, 155.5992 ns/op
WorkloadResult  84: 2097152 op, 326260450.00 ns, 155.5731 ns/op
WorkloadResult  85: 2097152 op, 321693650.00 ns, 153.3955 ns/op
WorkloadResult  86: 2097152 op, 323346650.00 ns, 154.1837 ns/op
WorkloadResult  87: 2097152 op, 326714050.00 ns, 155.7894 ns/op
WorkloadResult  88: 2097152 op, 324998050.00 ns, 154.9711 ns/op
WorkloadResult  89: 2097152 op, 323977650.00 ns, 154.4846 ns/op
WorkloadResult  90: 2097152 op, 326353850.00 ns, 155.6176 ns/op
WorkloadResult  91: 2097152 op, 329241050.00 ns, 156.9944 ns/op
WorkloadResult  92: 2097152 op, 340409150.00 ns, 162.3197 ns/op
WorkloadResult  93: 2097152 op, 325033950.00 ns, 154.9883 ns/op
WorkloadResult  94: 2097152 op, 328948550.00 ns, 156.8549 ns/op
WorkloadResult  95: 2097152 op, 333954050.00 ns, 159.2417 ns/op
WorkloadResult  96: 2097152 op, 321108150.00 ns, 153.1163 ns/op
WorkloadResult  97: 2097152 op, 327715050.00 ns, 156.2667 ns/op
WorkloadResult  98: 2097152 op, 320349250.00 ns, 152.7544 ns/op
WorkloadResult  99: 2097152 op, 328334050.00 ns, 156.5619 ns/op
WorkloadResult  100: 2097152 op, 324012450.00 ns, 154.5012 ns/op
// GC:  136 0 0 855638808 2097152
// Threading:  0 0 2097152

// AfterAll
// Benchmark Process 3540 has exited with code 0.

Mean = 180.226 ns, StdErr = 3.016 ns (1.67%), N = 100, StdDev = 30.157 ns
Min = 151.192 ns, Q1 = 155.613 ns, Median = 160.729 ns, Q3 = 204.047 ns, Max = 248.458 ns
IQR = 48.434 ns, LowerFence = 82.962 ns, UpperFence = 276.699 ns
ConfidenceInterval = [169.998 ns; 190.454 ns] (CI 99.9%), Margin = 10.228 ns (5.68% of Mean)
Skewness = 0.68, Kurtosis = 1.88, MValue = 2.97

// ** Remained 1 (50.0%) benchmark(s) to run. Estimated finish 2023-04-10 10:18 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: MediatrBenchmark.Direct: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 10fc8b39-275d-429d-b1cb-b1db3f080786.dll --anonymousPipes 1904 1972 --benchmarkName MediatrPerformance.MediatrBenchmark.Direct --job Default --benchmarkId 1 in C:\Projects\MediatrPerformance\bin\Release\net7.0\10fc8b39-275d-429d-b1cb-b1db3f080786\bin\Release\net7.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 7.0.3 (7.0.323.6910), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 193700.00 ns, 193.7000 us/op
WorkloadJitting  1: 1 op, 1242900.00 ns, 1.2429 ms/op

OverheadJitting  2: 16 op, 348000.00 ns, 21.7500 us/op
WorkloadJitting  2: 16 op, 1328700.00 ns, 83.0438 us/op

WorkloadPilot    1: 16 op, 5300.00 ns, 331.2500 ns/op
WorkloadPilot    2: 32 op, 5100.00 ns, 159.3750 ns/op
WorkloadPilot    3: 64 op, 10600.00 ns, 165.6250 ns/op
WorkloadPilot    4: 128 op, 19200.00 ns, 150.0000 ns/op
WorkloadPilot    5: 256 op, 19500.00 ns, 76.1719 ns/op
WorkloadPilot    6: 512 op, 79400.00 ns, 155.0781 ns/op
WorkloadPilot    7: 1024 op, 87400.00 ns, 85.3516 ns/op
WorkloadPilot    8: 2048 op, 190200.00 ns, 92.8711 ns/op
WorkloadPilot    9: 4096 op, 625600.00 ns, 152.7344 ns/op
WorkloadPilot   10: 8192 op, 1567100.00 ns, 191.2964 ns/op
WorkloadPilot   11: 16384 op, 1655700.00 ns, 101.0559 ns/op
WorkloadPilot   12: 32768 op, 2874300.00 ns, 87.7167 ns/op
WorkloadPilot   13: 65536 op, 6442800.00 ns, 98.3093 ns/op
WorkloadPilot   14: 131072 op, 7891000.00 ns, 60.2036 ns/op
WorkloadPilot   15: 262144 op, 20334600.00 ns, 77.5703 ns/op
WorkloadPilot   16: 524288 op, 40406500.00 ns, 77.0693 ns/op
WorkloadPilot   17: 1048576 op, 66477300.00 ns, 63.3977 ns/op
WorkloadPilot   18: 2097152 op, 87430800.00 ns, 41.6903 ns/op
WorkloadPilot   19: 4194304 op, 149913600.00 ns, 35.7422 ns/op
WorkloadPilot   20: 8388608 op, 282103300.00 ns, 33.6293 ns/op
WorkloadPilot   21: 16777216 op, 540925500.00 ns, 32.2417 ns/op

OverheadWarmup   1: 16777216 op, 33041100.00 ns, 1.9694 ns/op
OverheadWarmup   2: 16777216 op, 32908100.00 ns, 1.9615 ns/op
OverheadWarmup   3: 16777216 op, 33312900.00 ns, 1.9856 ns/op
OverheadWarmup   4: 16777216 op, 33125200.00 ns, 1.9744 ns/op
OverheadWarmup   5: 16777216 op, 34781600.00 ns, 2.0731 ns/op
OverheadWarmup   6: 16777216 op, 32625300.00 ns, 1.9446 ns/op

OverheadActual   1: 16777216 op, 32641500.00 ns, 1.9456 ns/op
OverheadActual   2: 16777216 op, 33330000.00 ns, 1.9866 ns/op
OverheadActual   3: 16777216 op, 32926300.00 ns, 1.9626 ns/op
OverheadActual   4: 16777216 op, 32989600.00 ns, 1.9663 ns/op
OverheadActual   5: 16777216 op, 33074000.00 ns, 1.9714 ns/op
OverheadActual   6: 16777216 op, 32778300.00 ns, 1.9537 ns/op
OverheadActual   7: 16777216 op, 33068100.00 ns, 1.9710 ns/op
OverheadActual   8: 16777216 op, 32598600.00 ns, 1.9430 ns/op
OverheadActual   9: 16777216 op, 32844100.00 ns, 1.9577 ns/op
OverheadActual  10: 16777216 op, 26674400.00 ns, 1.5899 ns/op
OverheadActual  11: 16777216 op, 20768000.00 ns, 1.2379 ns/op
OverheadActual  12: 16777216 op, 22561100.00 ns, 1.3447 ns/op
OverheadActual  13: 16777216 op, 21188000.00 ns, 1.2629 ns/op
OverheadActual  14: 16777216 op, 20722700.00 ns, 1.2352 ns/op
OverheadActual  15: 16777216 op, 21508300.00 ns, 1.2820 ns/op
OverheadActual  16: 16777216 op, 21651600.00 ns, 1.2905 ns/op
OverheadActual  17: 16777216 op, 22964100.00 ns, 1.3688 ns/op
OverheadActual  18: 16777216 op, 21035600.00 ns, 1.2538 ns/op
OverheadActual  19: 16777216 op, 21071200.00 ns, 1.2559 ns/op
OverheadActual  20: 16777216 op, 22666300.00 ns, 1.3510 ns/op

